id,Nom,Prénom,Age,Taille,Poids,Salaire
1247,Nom_1247,Prenom_1247,26,194.46,79.22,9761.64
1248,Nom_1248,Prenom_1248,23,155.92,88.57,13744.77
1249,Nom_1249,Prenom_1249,30,181.38,62.63,13092.36
1250,Nom_1250,Prenom_1250,30,178.1,60.69,8792.46
1251,Nom_1251,Prenom_1251,39,175.47,56.6,11374.75
1252,Nom_1252,Prenom_1252,28,180.81,94.72,7332.27
1253,Nom_1253,Prenom_1253,36,190.57,89.97,12969.85
1254,Nom_1254,Prenom_1254,32,155.28,87.68,7786.62
1255,Nom_1255,Prenom_1255,38,180.16,88.41,10468.97
1256,Nom_1256,Prenom_1256,22,169.66,64.85,10800.21
1257,Nom_1257,Prenom_1257,33,167.48,56.56,7793.95
1258,Nom_1258,Prenom_1258,38,198.3,82.88,11704.58
1259,Nom_1259,Prenom_1259,39,197.73,73.14,6174.54
1260,Nom_1260,Prenom_1260,36,158.77,61.41,12376.53
1261,Nom_1261,Prenom_1261,37,195.74,90.15,10304.96
1262,Nom_1262,Prenom_1262,39,173.89,76.79,13647.48
1263,Nom_1263,Prenom_1263,40,172.14,76.89,13407.69
1264,Nom_1264,Prenom_1264,39,175.34,69.77,11922.56
1265,Nom_1265,Prenom_1265,37,188.15,69.54,6380.91
1266,Nom_1266,Prenom_1266,39,193.6,93.99,8649.7
1267,Nom_1267,Prenom_1267,26,155.93,73.98,8909.57
1268,Nom_1268,Prenom_1268,27,163.74,93.96,13161.94
1269,Nom_1269,Prenom_1269,37,153.23,66.92,11282.91
1270,Nom_1270,Prenom_1270,40,164.98,85.01,9976.42
1271,Nom_1271,Prenom_1271,25,186.88,70.89,10268.96
1272,Nom_1272,Prenom_1272,23,188.32,54.63,7107.4
1273,Nom_1273,Prenom_1273,28,161.8,74.86,9746.7
1274,Nom_1274,Prenom_1274,23,188.92,84.86,12832.07
1275,Nom_1275,Prenom_1275,29,180.42,79.95,7264.19
1276,Nom_1276,Prenom_1276,23,181.23,53.83,12427.3
1277,Nom_1277,Prenom_1277,21,157.35,60.01,13202.96
1278,Nom_1278,Prenom_1278,29,179.62,69.47,10218.1
1279,Nom_1279,Prenom_1279,26,194.46,62.41,12220.78
1280,Nom_1280,Prenom_1280,27,192.84,75.67,11866.53
1281,Nom_1281,Prenom_1281,36,183.32,64.84,10403.93
1282,Nom_1282,Prenom_1282,22,175.7,89.82,8860.81
1283,Nom_1283,Prenom_1283,22,169.05,62.94,13522.47
1284,Nom_1284,Prenom_1284,22,185.52,91.82,8075.44
1285,Nom_1285,Prenom_1285,30,168.74,82.96,13451.22
1286,Nom_1286,Prenom_1286,25,181.99,86.48,9376.07
1287,Nom_1287,Prenom_1287,26,174.56,50.83,8320.92
1288,Nom_1288,Prenom_1288,32,195.83,79.25,8360.55
1289,Nom_1289,Prenom_1289,21,191.53,91.75,13066.4
1290,Nom_1290,Prenom_1290,29,166.79,86.22,7448.95
1291,Nom_1291,Prenom_1291,38,176.39,68.5,7168.1
1292,Nom_1292,Prenom_1292,22,173.2,56.91,8382.53
1293,Nom_1293,Prenom_1293,27,180.03,52.89,13254.46
1294,Nom_1294,Prenom_1294,27,189.84,94.92,10725.74
1295,Nom_1295,Prenom_1295,40,156.44,84.94,10127.1
1296,Nom_1296,Prenom_1296,34,151.15,76.81,9200.63
1297,Nom_1297,Prenom_1297,31,154.3,75.71,8992.97
1298,Nom_1298,Prenom_1298,30,196.83,93.33,8750.83
1299,Nom_1299,Prenom_1299,22,161.09,61.65,13994.16
1300,Nom_1300,Prenom_1300,23,170.51,66.3,12586.04
1301,Nom_1301,Prenom_1301,42,173.23,56.53,7577.99
1302,Nom_1302,Prenom_1302,40,159.61,84.18,8070.79
1303,Nom_1303,Prenom_1303,24,192.29,93.08,7892.65
1304,Nom_1304,Prenom_1304,31,195.13,59.14,13502.4
1305,Nom_1305,Prenom_1305,21,178.59,52.76,10297.15
1306,Nom_1306,Prenom_1306,38,187.81,93.72,7956.26
1307,Nom_1307,Prenom_1307,36,185.33,65.28,10160.79
1308,Nom_1308,Prenom_1308,31,161.35,61.88,8120.15
1309,Nom_1309,Prenom_1309,36,152.71,74.23,9290.66
1310,Nom_1310,Prenom_1310,21,182.81,50.01,12922.58
1311,Nom_1311,Prenom_1311,30,170.51,74.72,12569.21
1312,Nom_1312,Prenom_1312,39,188.75,56.29,7284.17
1313,Nom_1313,Prenom_1313,30,165.5,78.46,13233.62
1314,Nom_1314,Prenom_1314,34,163.65,88.56,8492.48
1315,Nom_1315,Prenom_1315,40,184.94,84.02,7561.97
1316,Nom_1316,Prenom_1316,35,185.48,94.46,9686.19
1317,Nom_1317,Prenom_1317,37,161.44,53.31,10722.55
1318,Nom_1318,Prenom_1318,21,163.27,85.72,12466.48
1319,Nom_1319,Prenom_1319,26,153.26,57.8,13501.21
1320,Nom_1320,Prenom_1320,29,166.33,64.95,11177.47
1321,Nom_1321,Prenom_1321,32,152.15,56.47,6620.49
1322,Nom_1322,Prenom_1322,38,151.01,74.97,7256.21
1323,Nom_1323,Prenom_1323,36,194.35,67.97,11081.15
1324,Nom_1324,Prenom_1324,31,171.82,67.96,12773.58
1325,Nom_1325,Prenom_1325,31,163.98,87.04,10327.08
1326,Nom_1326,Prenom_1326,32,175.57,79.71,6434.08
1327,Nom_1327,Prenom_1327,33,186.44,76.84,7967.68
1328,Nom_1328,Prenom_1328,21,194.6,59.04,7345.0
1329,Nom_1329,Prenom_1329,40,161.21,83.38,13972.35
1330,Nom_1330,Prenom_1330,24,170.97,94.91,8036.3
1331,Nom_1331,Prenom_1331,32,164.31,76.29,9250.61
1332,Nom_1332,Prenom_1332,40,186.66,87.52,9017.5
1333,Nom_1333,Prenom_1333,41,170.32,58.52,6009.01
1334,Nom_1334,Prenom_1334,35,183.1,93.23,10189.92
1335,Nom_1335,Prenom_1335,39,183.34,52.26,8856.82
1336,Nom_1336,Prenom_1336,22,179.41,57.62,9262.15
1337,Nom_1337,Prenom_1337,42,172.61,59.95,10916.5
1338,Nom_1338,Prenom_1338,21,168.72,83.6,11191.14
1339,Nom_1339,Prenom_1339,27,172.82,54.08,13055.74
1340,Nom_1340,Prenom_1340,38,193.64,69.77,13158.87
1341,Nom_1341,Prenom_1341,31,186.97,90.06,12161.82
1342,Nom_1342,Prenom_1342,34,173.74,52.3,9786.94
1343,Nom_1343,Prenom_1343,22,171.26,89.52,8711.66
1344,Nom_1344,Prenom_1344,40,187.54,79.21,10572.14
1345,Nom_1345,Prenom_1345,30,170.26,70.48,12704.18
1346,Nom_1346,Prenom_1346,32,187.74,66.3,6129.44
1347,Nom_1347,Prenom_1347,34,184.74,62.1,9461.86
1348,Nom_1348,Prenom_1348,34,190.28,70.69,10970.43
1349,Nom_1349,Prenom_1349,29,192.92,73.5,8233.39
1350,Nom_1350,Prenom_1350,42,163.53,81.48,12288.82
1351,Nom_1351,Prenom_1351,28,168.71,64.1,11965.98
1352,Nom_1352,Prenom_1352,42,162.43,86.3,13732.96
1353,Nom_1353,Prenom_1353,29,157.54,53.31,8655.13
1354,Nom_1354,Prenom_1354,39,152.85,52.88,12961.47
1355,Nom_1355,Prenom_1355,24,177.03,81.4,7584.36
1356,Nom_1356,Prenom_1356,26,170.07,75.99,8374.18
1357,Nom_1357,Prenom_1357,21,153.74,58.27,11061.39
1358,Nom_1358,Prenom_1358,22,154.63,84.63,11000.45
1359,Nom_1359,Prenom_1359,40,195.65,90.66,13226.33
1360,Nom_1360,Prenom_1360,23,178.2,79.82,6638.42
1361,Nom_1361,Prenom_1361,30,175.65,84.65,10841.34
1362,Nom_1362,Prenom_1362,22,167.9,92.43,6749.08
1363,Nom_1363,Prenom_1363,32,183.7,83.18,13425.9
1364,Nom_1364,Prenom_1364,21,164.67,68.51,8383.11
1365,Nom_1365,Prenom_1365,22,170.41,53.98,6429.91
1366,Nom_1366,Prenom_1366,21,186.28,72.95,6700.69
1367,Nom_1367,Prenom_1367,41,166.06,79.16,8364.95
1368,Nom_1368,Prenom_1368,30,186.19,55.41,10851.03
1369,Nom_1369,Prenom_1369,23,152.91,71.71,9915.3
1370,Nom_1370,Prenom_1370,36,180.16,75.46,12235.37
1371,Nom_1371,Prenom_1371,21,195.72,89.57,8003.93
1372,Nom_1372,Prenom_1372,36,186.67,67.96,8593.5
1373,Nom_1373,Prenom_1373,34,191.69,75.51,12470.03
1374,Nom_1374,Prenom_1374,40,160.55,57.45,7001.22
1375,Nom_1375,Prenom_1375,39,180.75,66.62,10009.16
1376,Nom_1376,Prenom_1376,25,194.4,71.59,8863.38
1377,Nom_1377,Prenom_1377,40,187.24,59.6,11663.66
1378,Nom_1378,Prenom_1378,31,199.12,56.45,8987.98
1379,Nom_1379,Prenom_1379,28,155.46,55.82,10799.24
1380,Nom_1380,Prenom_1380,30,156.01,79.08,8212.75
1381,Nom_1381,Prenom_1381,42,190.67,85.54,12289.93
1382,Nom_1382,Prenom_1382,38,164.43,57.0,9904.86
1383,Nom_1383,Prenom_1383,39,163.58,60.69,7353.73
1384,Nom_1384,Prenom_1384,31,179.06,80.54,7112.51
1385,Nom_1385,Prenom_1385,38,181.88,73.84,13220.64
1386,Nom_1386,Prenom_1386,38,187.45,85.77,13856.67
1387,Nom_1387,Prenom_1387,30,179.16,80.18,9690.85
1388,Nom_1388,Prenom_1388,34,175.43,94.72,7515.82
1389,Nom_1389,Prenom_1389,29,174.81,79.76,13074.19
1390,Nom_1390,Prenom_1390,33,173.54,75.41,12060.83
1391,Nom_1391,Prenom_1391,38,189.31,71.13,10336.12
1392,Nom_1392,Prenom_1392,27,161.37,52.76,13294.41
1393,Nom_1393,Prenom_1393,39,174.53,83.4,8556.42
1394,Nom_1394,Prenom_1394,26,199.2,80.02,9035.65
1395,Nom_1395,Prenom_1395,34,152.08,83.38,13792.25
1396,Nom_1396,Prenom_1396,29,155.32,72.49,13627.46
1397,Nom_1397,Prenom_1397,22,195.24,71.56,10093.43
1398,Nom_1398,Prenom_1398,42,178.4,61.39,11971.75
1399,Nom_1399,Prenom_1399,29,188.04,68.27,11367.31
1400,Nom_1400,Prenom_1400,41,166.01,67.97,8839.33
1401,Nom_1401,Prenom_1401,25,199.85,59.28,11529.56
1402,Nom_1402,Prenom_1402,31,185.57,73.76,13056.11
1403,Nom_1403,Prenom_1403,40,193.71,84.45,8164.44
1404,Nom_1404,Prenom_1404,29,159.24,74.07,8468.39
1405,Nom_1405,Prenom_1405,30,166.62,80.34,9982.01
1406,Nom_1406,Prenom_1406,29,198.04,80.41,13687.37
1407,Nom_1407,Prenom_1407,41,188.77,58.83,12702.69
1408,Nom_1408,Prenom_1408,23,161.47,90.21,11965.44
1409,Nom_1409,Prenom_1409,27,157.98,58.09,11156.39
1410,Nom_1410,Prenom_1410,24,199.54,88.03,10401.59
1411,Nom_1411,Prenom_1411,23,158.88,54.03,11883.26
1412,Nom_1412,Prenom_1412,21,174.72,60.56,8825.69
1413,Nom_1413,Prenom_1413,22,182.18,81.43,10267.66
1414,Nom_1414,Prenom_1414,35,181.95,53.79,12831.25
1415,Nom_1415,Prenom_1415,35,191.23,81.41,7809.66
1416,Nom_1416,Prenom_1416,25,157.16,88.04,9203.72
1417,Nom_1417,Prenom_1417,40,194.59,88.28,6327.88
1418,Nom_1418,Prenom_1418,22,150.07,83.5,12022.82
1419,Nom_1419,Prenom_1419,39,157.6,79.23,6354.22
1420,Nom_1420,Prenom_1420,40,175.4,90.64,6149.49
1421,Nom_1421,Prenom_1421,42,198.97,52.62,7219.49
1422,Nom_1422,Prenom_1422,22,187.79,71.39,12860.13
1423,Nom_1423,Prenom_1423,25,167.65,65.73,13113.11
1424,Nom_1424,Prenom_1424,39,178.36,93.36,6602.95
1425,Nom_1425,Prenom_1425,30,175.98,84.97,7545.58
1426,Nom_1426,Prenom_1426,34,183.14,51.66,10114.57
1427,Nom_1427,Prenom_1427,28,188.27,70.77,8247.07
1428,Nom_1428,Prenom_1428,40,153.76,54.14,8284.27
1429,Nom_1429,Prenom_1429,40,180.97,63.95,9347.94
1430,Nom_1430,Prenom_1430,27,170.96,87.05,13415.68
1431,Nom_1431,Prenom_1431,27,174.61,87.16,11463.18
1432,Nom_1432,Prenom_1432,29,173.25,71.61,13500.38
1433,Nom_1433,Prenom_1433,31,174.79,84.78,9663.84
1434,Nom_1434,Prenom_1434,25,153.19,51.26,11843.56
1435,Nom_1435,Prenom_1435,42,155.95,92.92,11046.65
1436,Nom_1436,Prenom_1436,28,162.99,51.96,13808.28
1437,Nom_1437,Prenom_1437,42,173.83,86.82,11893.4
1438,Nom_1438,Prenom_1438,35,161.16,90.5,9429.77
1439,Nom_1439,Prenom_1439,28,182.13,59.99,8338.03
1440,Nom_1440,Prenom_1440,25,153.94,73.83,8638.15
1441,Nom_1441,Prenom_1441,40,171.21,68.92,6308.26
1442,Nom_1442,Prenom_1442,24,154.56,65.19,12259.65
1443,Nom_1443,Prenom_1443,42,177.57,64.05,8410.95
1444,Nom_1444,Prenom_1444,39,199.58,94.53,9407.85
1445,Nom_1445,Prenom_1445,40,155.15,54.16,9305.72
1446,Nom_1446,Prenom_1446,34,199.01,63.41,6244.88
1447,Nom_1447,Prenom_1447,29,179.42,71.65,8417.16
1448,Nom_1448,Prenom_1448,28,173.69,59.9,6970.13
1449,Nom_1449,Prenom_1449,40,187.28,56.45,11652.99
1450,Nom_1450,Prenom_1450,25,153.66,71.66,10257.14
1451,Nom_1451,Prenom_1451,23,162.59,64.3,9408.39
1452,Nom_1452,Prenom_1452,28,177.39,65.63,13973.68
1453,Nom_1453,Prenom_1453,34,171.26,89.41,12552.02
1454,Nom_1454,Prenom_1454,34,190.23,58.34,7045.41
1455,Nom_1455,Prenom_1455,36,191.75,55.55,11319.06
1456,Nom_1456,Prenom_1456,23,169.64,50.42,13404.89
1457,Nom_1457,Prenom_1457,31,175.45,61.39,6809.57
1458,Nom_1458,Prenom_1458,24,169.76,80.63,6537.66
1459,Nom_1459,Prenom_1459,34,187.65,59.7,12423.49
1460,Nom_1460,Prenom_1460,31,196.42,69.83,6177.8
1461,Nom_1461,Prenom_1461,30,159.67,79.0,12783.79
1462,Nom_1462,Prenom_1462,37,186.98,65.34,10678.56
1463,Nom_1463,Prenom_1463,25,178.53,83.43,10950.49
1464,Nom_1464,Prenom_1464,41,160.85,60.25,7907.67
1465,Nom_1465,Prenom_1465,23,183.94,56.88,12490.26
1466,Nom_1466,Prenom_1466,42,150.18,94.91,12712.14
1467,Nom_1467,Prenom_1467,41,150.65,90.41,7328.34
1468,Nom_1468,Prenom_1468,34,188.61,84.61,10516.88
1469,Nom_1469,Prenom_1469,25,197.49,76.9,13973.54
1470,Nom_1470,Prenom_1470,22,183.89,74.44,8310.41
1471,Nom_1471,Prenom_1471,31,162.18,57.66,11810.17
1472,Nom_1472,Prenom_1472,38,153.12,65.69,7802.44
1473,Nom_1473,Prenom_1473,33,154.87,94.29,13193.1
1474,Nom_1474,Prenom_1474,35,198.14,83.92,9268.88
1475,Nom_1475,Prenom_1475,35,165.21,51.09,7312.6
1476,Nom_1476,Prenom_1476,26,182.72,86.68,11160.39
1477,Nom_1477,Prenom_1477,39,190.65,54.47,10723.93
1478,Nom_1478,Prenom_1478,37,199.74,70.84,13157.48
1479,Nom_1479,Prenom_1479,40,152.98,68.03,13002.59
1480,Nom_1480,Prenom_1480,34,160.85,52.4,6902.97
1481,Nom_1481,Prenom_1481,35,177.15,82.24,6166.77
1482,Nom_1482,Prenom_1482,36,182.03,84.87,7232.3
1483,Nom_1483,Prenom_1483,27,170.42,63.24,6735.14
1484,Nom_1484,Prenom_1484,23,192.76,74.83,6799.17
1485,Nom_1485,Prenom_1485,24,151.81,55.13,12782.45
1486,Nom_1486,Prenom_1486,25,184.19,64.69,7260.97
1487,Nom_1487,Prenom_1487,21,165.41,78.39,8021.71
1488,Nom_1488,Prenom_1488,39,154.18,79.73,11502.91
1489,Nom_1489,Prenom_1489,28,199.64,61.2,7471.31
1490,Nom_1490,Prenom_1490,37,167.87,81.46,13937.69
1491,Nom_1491,Prenom_1491,35,175.36,59.28,10150.4
1492,Nom_1492,Prenom_1492,41,198.52,91.23,11766.7
1493,Nom_1493,Prenom_1493,22,190.96,50.36,11918.34
1494,Nom_1494,Prenom_1494,26,165.8,82.99,13134.9
1495,Nom_1495,Prenom_1495,32,166.06,72.73,6260.62
1496,Nom_1496,Prenom_1496,33,175.94,52.72,10891.81
1497,Nom_1497,Prenom_1497,28,167.93,77.22,8289.79
1498,Nom_1498,Prenom_1498,27,191.57,57.49,13501.63
1499,Nom_1499,Prenom_1499,37,181.41,86.33,9955.82
1500,Nom_1500,Prenom_1500,41,151.18,91.47,12231.15
1501,Nom_1501,Prenom_1501,28,178.97,55.84,8568.38
1502,Nom_1502,Prenom_1502,24,177.2,60.58,7055.79
1503,Nom_1503,Prenom_1503,36,159.14,67.8,9726.38
1504,Nom_1504,Prenom_1504,26,159.79,61.46,8273.81
1505,Nom_1505,Prenom_1505,36,162.87,74.17,12709.67
1506,Nom_1506,Prenom_1506,22,182.95,62.23,13407.31
1507,Nom_1507,Prenom_1507,42,186.05,68.4,13280.39
1508,Nom_1508,Prenom_1508,41,167.23,71.44,7931.6
1509,Nom_1509,Prenom_1509,21,154.09,83.57,6250.21
1510,Nom_1510,Prenom_1510,36,183.63,57.52,6789.88
1511,Nom_1511,Prenom_1511,21,166.42,62.83,9004.66
1512,Nom_1512,Prenom_1512,35,192.65,50.74,13108.23
1513,Nom_1513,Prenom_1513,25,157.28,65.5,12238.02
1514,Nom_1514,Prenom_1514,27,186.17,65.5,9682.12
1515,Nom_1515,Prenom_1515,22,177.88,84.96,13999.5
1516,Nom_1516,Prenom_1516,29,193.05,82.5,12122.0
1517,Nom_1517,Prenom_1517,26,190.47,72.76,13882.23
1518,Nom_1518,Prenom_1518,34,179.43,57.66,10904.87
1519,Nom_1519,Prenom_1519,37,162.7,63.6,11117.08
1520,Nom_1520,Prenom_1520,37,185.38,92.24,12294.85
1521,Nom_1521,Prenom_1521,24,171.03,69.92,6154.27
1522,Nom_1522,Prenom_1522,41,164.34,56.17,7526.17
1523,Nom_1523,Prenom_1523,25,171.77,75.21,9177.01
1524,Nom_1524,Prenom_1524,32,175.69,56.76,13287.66
1525,Nom_1525,Prenom_1525,25,167.3,84.07,10554.14
1526,Nom_1526,Prenom_1526,26,174.06,70.86,7857.73
1527,Nom_1527,Prenom_1527,21,162.76,72.65,13618.53
1528,Nom_1528,Prenom_1528,37,179.43,75.67,13499.76
1529,Nom_1529,Prenom_1529,38,173.11,87.66,12090.41
1530,Nom_1530,Prenom_1530,27,150.18,79.31,10627.66
1531,Nom_1531,Prenom_1531,26,169.3,57.23,8923.84
1532,Nom_1532,Prenom_1532,29,198.76,86.99,8778.93
1533,Nom_1533,Prenom_1533,23,179.72,89.78,10747.01
1534,Nom_1534,Prenom_1534,34,164.32,67.99,11943.18
1535,Nom_1535,Prenom_1535,42,163.4,79.81,8654.76
1536,Nom_1536,Prenom_1536,40,151.0,87.24,10967.71
1537,Nom_1537,Prenom_1537,38,169.26,92.42,7467.91
1538,Nom_1538,Prenom_1538,32,192.98,69.99,6336.41
1539,Nom_1539,Prenom_1539,28,163.3,56.63,6734.03
1540,Nom_1540,Prenom_1540,31,158.84,77.92,13860.96
1541,Nom_1541,Prenom_1541,31,178.27,80.87,9134.95
1542,Nom_1542,Prenom_1542,32,168.84,51.45,12950.93
1543,Nom_1543,Prenom_1543,39,181.92,82.68,6329.45
1544,Nom_1544,Prenom_1544,37,151.21,83.33,9278.88
1545,Nom_1545,Prenom_1545,41,174.04,82.86,13851.32
1546,Nom_1546,Prenom_1546,41,191.14,77.14,9467.28
1547,Nom_1547,Prenom_1547,22,190.35,89.84,6719.79
1548,Nom_1548,Prenom_1548,23,178.46,55.13,7582.42
1549,Nom_1549,Prenom_1549,24,164.92,59.04,9065.83
1550,Nom_1550,Prenom_1550,24,163.46,62.36,12411.3
1551,Nom_1551,Prenom_1551,41,173.24,56.86,11148.94
1552,Nom_1552,Prenom_1552,34,191.87,84.84,10268.28
1553,Nom_1553,Prenom_1553,29,191.63,86.86,12596.69
1554,Nom_1554,Prenom_1554,34,174.88,84.75,7960.14
1555,Nom_1555,Prenom_1555,26,160.38,52.34,9840.18
1556,Nom_1556,Prenom_1556,30,150.68,84.7,13721.16
1557,Nom_1557,Prenom_1557,37,150.49,56.67,9985.13
1558,Nom_1558,Prenom_1558,41,193.5,92.57,12519.92
1559,Nom_1559,Prenom_1559,33,160.8,53.29,11545.11
1560,Nom_1560,Prenom_1560,35,191.24,51.32,7347.26
1561,Nom_1561,Prenom_1561,32,154.83,55.21,6560.76
1562,Nom_1562,Prenom_1562,32,182.44,81.73,6929.62
1563,Nom_1563,Prenom_1563,24,152.38,56.46,7519.94
1564,Nom_1564,Prenom_1564,36,153.52,59.78,11842.47
1565,Nom_1565,Prenom_1565,36,173.06,87.28,10074.16
1566,Nom_1566,Prenom_1566,41,160.09,93.08,7297.17
1567,Nom_1567,Prenom_1567,22,192.12,58.99,12672.11
1568,Nom_1568,Prenom_1568,22,184.92,79.27,8943.43
1569,Nom_1569,Prenom_1569,27,179.26,69.49,10589.57
1570,Nom_1570,Prenom_1570,39,177.35,71.29,11541.32
1571,Nom_1571,Prenom_1571,28,178.55,50.22,9904.08
1572,Nom_1572,Prenom_1572,35,176.17,59.37,11335.5
1573,Nom_1573,Prenom_1573,33,179.09,83.53,12288.96
1574,Nom_1574,Prenom_1574,42,162.34,73.21,11573.89
1575,Nom_1575,Prenom_1575,40,171.22,94.28,8699.15
1576,Nom_1576,Prenom_1576,26,167.9,85.11,13020.06
1577,Nom_1577,Prenom_1577,37,198.0,59.44,10038.56
1578,Nom_1578,Prenom_1578,23,188.1,81.37,6172.88
1579,Nom_1579,Prenom_1579,31,187.29,73.19,13146.75
1580,Nom_1580,Prenom_1580,27,164.06,90.49,12207.38
1581,Nom_1581,Prenom_1581,26,180.09,78.93,12458.24
1582,Nom_1582,Prenom_1582,36,199.58,80.01,8385.04
1583,Nom_1583,Prenom_1583,21,199.21,78.72,9894.4
1584,Nom_1584,Prenom_1584,29,158.39,73.65,12266.3
1585,Nom_1585,Prenom_1585,30,152.53,87.63,7895.15
1586,Nom_1586,Prenom_1586,25,162.07,79.17,10001.35
1587,Nom_1587,Prenom_1587,39,199.33,72.21,9703.8
1588,Nom_1588,Prenom_1588,25,179.84,90.44,9723.54
1589,Nom_1589,Prenom_1589,42,171.99,64.79,6291.27
1590,Nom_1590,Prenom_1590,34,199.16,52.01,10027.23
1591,Nom_1591,Prenom_1591,37,171.24,66.9,11834.87
1592,Nom_1592,Prenom_1592,42,158.49,72.08,13547.44
1593,Nom_1593,Prenom_1593,37,179.4,93.0,10277.93
1594,Nom_1594,Prenom_1594,31,191.45,54.89,10187.44
1595,Nom_1595,Prenom_1595,30,170.28,60.15,11826.84
1596,Nom_1596,Prenom_1596,21,156.36,57.17,8120.19
1597,Nom_1597,Prenom_1597,28,194.33,90.24,8540.84
1598,Nom_1598,Prenom_1598,28,178.9,86.49,11361.81
1599,Nom_1599,Prenom_1599,32,162.66,66.59,12419.92
1600,Nom_1600,Prenom_1600,27,171.01,63.7,13628.5
1601,Nom_1601,Prenom_1601,28,171.2,62.64,8367.15
1602,Nom_1602,Prenom_1602,32,168.21,88.7,13345.94
1603,Nom_1603,Prenom_1603,28,156.31,73.45,8749.71
1604,Nom_1604,Prenom_1604,28,170.92,57.47,9852.49
1605,Nom_1605,Prenom_1605,28,194.61,61.72,6591.76
1606,Nom_1606,Prenom_1606,32,199.84,61.02,8304.0
1607,Nom_1607,Prenom_1607,21,188.34,93.89,8729.97
1608,Nom_1608,Prenom_1608,23,160.68,53.01,11270.74
1609,Nom_1609,Prenom_1609,32,180.39,80.29,8829.88
1610,Nom_1610,Prenom_1610,38,182.94,74.65,9331.36
1611,Nom_1611,Prenom_1611,30,176.87,76.61,12860.62
1612,Nom_1612,Prenom_1612,22,190.63,65.75,8917.81
1613,Nom_1613,Prenom_1613,25,154.81,71.45,9284.06
1614,Nom_1614,Prenom_1614,26,172.25,90.42,8889.74
1615,Nom_1615,Prenom_1615,23,189.58,93.22,13387.8
1616,Nom_1616,Prenom_1616,33,158.72,53.55,6967.86
1617,Nom_1617,Prenom_1617,41,166.69,50.35,11868.5
1618,Nom_1618,Prenom_1618,31,197.87,69.33,13066.23
1619,Nom_1619,Prenom_1619,32,178.22,87.77,11007.8
1620,Nom_1620,Prenom_1620,28,186.42,88.69,7198.66
1621,Nom_1621,Prenom_1621,25,198.28,58.35,11964.51
1622,Nom_1622,Prenom_1622,39,157.97,87.18,13382.37
1623,Nom_1623,Prenom_1623,25,162.86,55.69,7176.69
1624,Nom_1624,Prenom_1624,27,160.27,71.96,11284.03
1625,Nom_1625,Prenom_1625,27,151.45,89.44,12995.44
1626,Nom_1626,Prenom_1626,23,176.8,71.52,10226.56
1627,Nom_1627,Prenom_1627,25,181.44,57.2,13752.24
1628,Nom_1628,Prenom_1628,41,160.56,66.82,8991.32
1629,Nom_1629,Prenom_1629,36,161.98,83.23,8648.15
1630,Nom_1630,Prenom_1630,28,161.55,86.94,10940.22
1631,Nom_1631,Prenom_1631,40,175.11,51.92,12365.17
1632,Nom_1632,Prenom_1632,31,163.69,90.38,10089.85
1633,Nom_1633,Prenom_1633,35,195.85,70.11,11701.31
1634,Nom_1634,Prenom_1634,40,174.79,80.41,13017.28
1635,Nom_1635,Prenom_1635,27,155.48,55.66,7945.48
1636,Nom_1636,Prenom_1636,25,165.29,65.26,12834.75
1637,Nom_1637,Prenom_1637,24,198.08,76.47,10117.98
1638,Nom_1638,Prenom_1638,21,171.05,65.8,12954.61
1639,Nom_1639,Prenom_1639,29,163.58,52.86,10545.13
1640,Nom_1640,Prenom_1640,26,188.4,91.42,13006.17
1641,Nom_1641,Prenom_1641,28,166.67,58.87,12664.96
1642,Nom_1642,Prenom_1642,41,165.92,51.98,8450.7
1643,Nom_1643,Prenom_1643,41,176.98,62.7,13436.76
1644,Nom_1644,Prenom_1644,23,192.97,87.0,12801.05
1645,Nom_1645,Prenom_1645,33,157.37,51.04,13217.31
1646,Nom_1646,Prenom_1646,40,160.55,60.16,12612.88
1647,Nom_1647,Prenom_1647,33,171.87,75.46,9369.76
1648,Nom_1648,Prenom_1648,26,156.91,85.54,10450.79
1649,Nom_1649,Prenom_1649,38,157.38,73.5,11001.76
1650,Nom_1650,Prenom_1650,23,176.2,93.77,8432.39
1651,Nom_1651,Prenom_1651,34,190.43,76.57,11013.35
1652,Nom_1652,Prenom_1652,37,156.53,70.43,7497.54
1653,Nom_1653,Prenom_1653,27,167.41,81.36,8449.79
1654,Nom_1654,Prenom_1654,25,157.98,53.84,11066.94
1655,Nom_1655,Prenom_1655,22,178.17,72.05,7626.47
1656,Nom_1656,Prenom_1656,31,172.4,59.62,9736.49
1657,Nom_1657,Prenom_1657,41,150.56,71.82,11193.4
1658,Nom_1658,Prenom_1658,38,162.17,54.46,11768.81
1659,Nom_1659,Prenom_1659,30,175.03,90.07,10489.68
1660,Nom_1660,Prenom_1660,30,180.54,73.02,8975.12
1661,Nom_1661,Prenom_1661,39,189.48,88.61,7915.62
1662,Nom_1662,Prenom_1662,24,198.95,84.93,7743.83
1663,Nom_1663,Prenom_1663,31,157.43,84.77,8040.7
1664,Nom_1664,Prenom_1664,22,194.63,85.77,6988.95
1665,Nom_1665,Prenom_1665,38,191.03,83.45,11463.8
1666,Nom_1666,Prenom_1666,29,156.69,92.48,7650.41
1667,Nom_1667,Prenom_1667,25,174.82,83.54,6418.09
1668,Nom_1668,Prenom_1668,29,193.62,50.05,9294.5
1669,Nom_1669,Prenom_1669,29,191.22,59.87,6538.49
