id,Nom,Prénom,Age,Taille,Poids,Salaire,Prime Annuelle,catégorie de poids
1403,NOM_1403,PRENOM_1403,40,193.71,84.45,8164.44,816.444,Moyen
1404,NOM_1404,PRENOM_1404,29,159.24,74.07,8468.39,846.8389999999999,Moyen
1405,NOM_1405,PRENOM_1405,30,166.62,80.34,9982.01,998.201,Moyen
1406,NOM_1406,PRENOM_1406,29,198.04,80.41,13687.37,1368.737,Moyen
1407,NOM_1407,PRENOM_1407,41,188.77,58.83,12702.69,1270.2690000000002,Lèger
1408,NOM_1408,PRENOM_1408,23,161.47,90.21,11965.44,1196.544,Lourd
1409,NOM_1409,PRENOM_1409,27,157.98,58.09,11156.39,1115.639,Lèger
1410,NOM_1410,PRENOM_1410,24,199.54,88.03,10401.59,1040.159,Moyen
1411,NOM_1411,PRENOM_1411,23,158.88,54.03,11883.26,1188.326,Lèger
1412,NOM_1412,PRENOM_1412,21,174.72,60.56,8825.69,882.5690000000001,Lèger
1413,NOM_1413,PRENOM_1413,22,182.18,81.43,10267.66,1026.766,Moyen
1414,NOM_1414,PRENOM_1414,35,181.95,53.79,12831.25,1283.125,Lèger
1415,NOM_1415,PRENOM_1415,35,191.23,81.41,7809.66,780.966,Moyen
1416,NOM_1416,PRENOM_1416,25,157.16,88.04,9203.72,920.372,Moyen
1417,NOM_1417,PRENOM_1417,40,194.59,88.28,6327.88,632.788,Moyen
1418,NOM_1418,PRENOM_1418,22,150.07,83.5,12022.82,1202.282,Moyen
1419,NOM_1419,PRENOM_1419,39,157.6,79.23,6354.22,635.422,Moyen
1420,NOM_1420,PRENOM_1420,40,175.4,90.64,6149.49,614.9490000000001,Lourd
1421,NOM_1421,PRENOM_1421,42,198.97,52.62,7219.49,721.9490000000001,Lèger
1422,NOM_1422,PRENOM_1422,22,187.79,71.39,12860.13,1286.013,Moyen
1423,NOM_1423,PRENOM_1423,25,167.65,65.73,13113.11,1311.3110000000001,Lèger
1424,NOM_1424,PRENOM_1424,39,178.36,93.36,6602.95,660.2950000000001,Lourd
1425,NOM_1425,PRENOM_1425,30,175.98,84.97,7545.58,754.558,Moyen
1426,NOM_1426,PRENOM_1426,34,183.14,51.66,10114.57,1011.457,Lèger
1427,NOM_1427,PRENOM_1427,28,188.27,70.77,8247.07,824.707,Moyen
1428,NOM_1428,PRENOM_1428,40,153.76,54.14,8284.27,828.4270000000001,Lèger
1429,NOM_1429,PRENOM_1429,40,180.97,63.95,9347.94,934.7940000000001,Lèger
1430,NOM_1430,PRENOM_1430,27,170.96,87.05,13415.68,1341.5680000000002,Moyen
1431,NOM_1431,PRENOM_1431,27,174.61,87.16,11463.18,1146.318,Moyen
1432,NOM_1432,PRENOM_1432,29,173.25,71.61,13500.38,1350.038,Moyen
1433,NOM_1433,PRENOM_1433,31,174.79,84.78,9663.84,966.384,Moyen
1434,NOM_1434,PRENOM_1434,25,153.19,51.26,11843.56,1184.356,Lèger
1435,NOM_1435,PRENOM_1435,42,155.95,92.92,11046.65,1104.665,Lourd
1436,NOM_1436,PRENOM_1436,28,162.99,51.96,13808.28,1380.8280000000002,Lèger
1437,NOM_1437,PRENOM_1437,42,173.83,86.82,11893.4,1189.34,Moyen
1438,NOM_1438,PRENOM_1438,35,161.16,90.5,9429.77,942.9770000000001,Lourd
1439,NOM_1439,PRENOM_1439,28,182.13,59.99,8338.03,833.8030000000001,Lèger
1440,NOM_1440,PRENOM_1440,25,153.94,73.83,8638.15,863.815,Moyen
1441,NOM_1441,PRENOM_1441,40,171.21,68.92,6308.26,630.826,Lèger
1442,NOM_1442,PRENOM_1442,24,154.56,65.19,12259.65,1225.965,Lèger
1443,NOM_1443,PRENOM_1443,42,177.57,64.05,8410.95,841.0950000000001,Lèger
1444,NOM_1444,PRENOM_1444,39,199.58,94.53,9407.85,940.7850000000001,Lourd
1445,NOM_1445,PRENOM_1445,40,155.15,54.16,9305.72,930.572,Lèger
1446,NOM_1446,PRENOM_1446,34,199.01,63.41,6244.88,624.488,Lèger
1447,NOM_1447,PRENOM_1447,29,179.42,71.65,8417.16,841.716,Moyen
1448,NOM_1448,PRENOM_1448,28,173.69,59.9,6970.13,697.013,Lèger
1449,NOM_1449,PRENOM_1449,40,187.28,56.45,11652.99,1165.299,Lèger
1450,NOM_1450,PRENOM_1450,25,153.66,71.66,10257.14,1025.714,Moyen
1451,NOM_1451,PRENOM_1451,23,162.59,64.3,9408.39,940.8389999999999,Lèger
1452,NOM_1452,PRENOM_1452,28,177.39,65.63,13973.68,1397.3680000000002,Lèger
1453,NOM_1453,PRENOM_1453,34,171.26,89.41,12552.02,1255.2020000000002,Moyen
1454,NOM_1454,PRENOM_1454,34,190.23,58.34,7045.41,704.541,Lèger
1455,NOM_1455,PRENOM_1455,36,191.75,55.55,11319.06,1131.906,Lèger
1456,NOM_1456,PRENOM_1456,23,169.64,50.42,13404.89,1340.489,Lèger
1457,NOM_1457,PRENOM_1457,31,175.45,61.39,6809.57,680.957,Lèger
1458,NOM_1458,PRENOM_1458,24,169.76,80.63,6537.66,653.7660000000001,Moyen
1459,NOM_1459,PRENOM_1459,34,187.65,59.7,12423.49,1242.3490000000002,Lèger
1460,NOM_1460,PRENOM_1460,31,196.42,69.83,6177.8,617.7800000000001,Lèger
1461,NOM_1461,PRENOM_1461,30,159.67,79.0,12783.79,1278.3790000000001,Moyen
1462,NOM_1462,PRENOM_1462,37,186.98,65.34,10678.56,1067.856,Lèger
1463,NOM_1463,PRENOM_1463,25,178.53,83.43,10950.49,1095.049,Moyen
1464,NOM_1464,PRENOM_1464,41,160.85,60.25,7907.67,790.767,Lèger
1465,NOM_1465,PRENOM_1465,23,183.94,56.88,12490.26,1249.026,Lèger
1466,NOM_1466,PRENOM_1466,42,150.18,94.91,12712.14,1271.214,Lourd
1467,NOM_1467,PRENOM_1467,41,150.65,90.41,7328.34,732.8340000000001,Lourd
1468,NOM_1468,PRENOM_1468,34,188.61,84.61,10516.88,1051.6879999999999,Moyen
1469,NOM_1469,PRENOM_1469,25,197.49,76.9,13973.54,1397.3540000000003,Moyen
1470,NOM_1470,PRENOM_1470,22,183.89,74.44,8310.41,831.041,Moyen
1471,NOM_1471,PRENOM_1471,31,162.18,57.66,11810.17,1181.017,Lèger
1472,NOM_1472,PRENOM_1472,38,153.12,65.69,7802.44,780.244,Lèger
1473,NOM_1473,PRENOM_1473,33,154.87,94.29,13193.1,1319.3100000000002,Lourd
1474,NOM_1474,PRENOM_1474,35,198.14,83.92,9268.88,926.8879999999999,Moyen
1475,NOM_1475,PRENOM_1475,35,165.21,51.09,7312.6,731.2600000000001,Lèger
1476,NOM_1476,PRENOM_1476,26,182.72,86.68,11160.39,1116.039,Moyen
1477,NOM_1477,PRENOM_1477,39,190.65,54.47,10723.93,1072.393,Lèger
1478,NOM_1478,PRENOM_1478,37,199.74,70.84,13157.48,1315.748,Moyen
1479,NOM_1479,PRENOM_1479,40,152.98,68.03,13002.59,1300.259,Lèger
1480,NOM_1480,PRENOM_1480,34,160.85,52.4,6902.97,690.297,Lèger
1481,NOM_1481,PRENOM_1481,35,177.15,82.24,6166.77,616.6770000000001,Moyen
1482,NOM_1482,PRENOM_1482,36,182.03,84.87,7232.3,723.23,Moyen
1483,NOM_1483,PRENOM_1483,27,170.42,63.24,6735.14,673.5140000000001,Lèger
1484,NOM_1484,PRENOM_1484,23,192.76,74.83,6799.17,679.917,Moyen
1485,NOM_1485,PRENOM_1485,24,151.81,55.13,12782.45,1278.2450000000001,Lèger
1486,NOM_1486,PRENOM_1486,25,184.19,64.69,7260.97,726.0970000000001,Lèger
1487,NOM_1487,PRENOM_1487,21,165.41,78.39,8021.71,802.171,Moyen
1488,NOM_1488,PRENOM_1488,39,154.18,79.73,11502.91,1150.291,Moyen
1489,NOM_1489,PRENOM_1489,28,199.64,61.2,7471.31,747.1310000000001,Lèger
1490,NOM_1490,PRENOM_1490,37,167.87,81.46,13937.69,1393.7690000000002,Moyen
1491,NOM_1491,PRENOM_1491,35,175.36,59.28,10150.4,1015.04,Lèger
1492,NOM_1492,PRENOM_1492,41,198.52,91.23,11766.7,1176.67,Lourd
1493,NOM_1493,PRENOM_1493,22,190.96,50.36,11918.34,1191.834,Lèger
1494,NOM_1494,PRENOM_1494,26,165.8,82.99,13134.9,1313.49,Moyen
1495,NOM_1495,PRENOM_1495,32,166.06,72.73,6260.62,626.062,Moyen
1496,NOM_1496,PRENOM_1496,33,175.94,52.72,10891.81,1089.181,Lèger
1497,NOM_1497,PRENOM_1497,28,167.93,77.22,8289.79,828.9790000000002,Moyen
1498,NOM_1498,PRENOM_1498,27,191.57,57.49,13501.63,1350.163,Lèger
1499,NOM_1499,PRENOM_1499,37,181.41,86.33,9955.82,995.582,Moyen
1500,NOM_1500,PRENOM_1500,41,151.18,91.47,12231.15,1223.115,Lourd
1501,NOM_1501,PRENOM_1501,28,178.97,55.84,8568.38,856.838,Lèger
1502,NOM_1502,PRENOM_1502,24,177.2,60.58,7055.79,705.5790000000001,Lèger
1503,NOM_1503,PRENOM_1503,36,159.14,67.8,9726.38,972.6379999999999,Lèger
1504,NOM_1504,PRENOM_1504,26,159.79,61.46,8273.81,827.381,Lèger
1505,NOM_1505,PRENOM_1505,36,162.87,74.17,12709.67,1270.967,Moyen
1506,NOM_1506,PRENOM_1506,22,182.95,62.23,13407.31,1340.731,Lèger
1507,NOM_1507,PRENOM_1507,42,186.05,68.4,13280.39,1328.039,Lèger
1508,NOM_1508,PRENOM_1508,41,167.23,71.44,7931.6,793.1600000000001,Moyen
1509,NOM_1509,PRENOM_1509,21,154.09,83.57,6250.21,625.0210000000001,Moyen
1510,NOM_1510,PRENOM_1510,36,183.63,57.52,6789.88,678.988,Lèger
1511,NOM_1511,PRENOM_1511,21,166.42,62.83,9004.66,900.466,Lèger
1512,NOM_1512,PRENOM_1512,35,192.65,50.74,13108.23,1310.823,Lèger
1513,NOM_1513,PRENOM_1513,25,157.28,65.5,12238.02,1223.8020000000001,Lèger
1514,NOM_1514,PRENOM_1514,27,186.17,65.5,9682.12,968.2120000000001,Lèger
1515,NOM_1515,PRENOM_1515,22,177.88,84.96,13999.5,1399.95,Moyen
1516,NOM_1516,PRENOM_1516,29,193.05,82.5,12122.0,1212.2,Moyen
1517,NOM_1517,PRENOM_1517,26,190.47,72.76,13882.23,1388.223,Moyen
1518,NOM_1518,PRENOM_1518,34,179.43,57.66,10904.87,1090.487,Lèger
1519,NOM_1519,PRENOM_1519,37,162.7,63.6,11117.08,1111.708,Lèger
1520,NOM_1520,PRENOM_1520,37,185.38,92.24,12294.85,1229.4850000000001,Lourd
1521,NOM_1521,PRENOM_1521,24,171.03,69.92,6154.27,615.4270000000001,Lèger
1522,NOM_1522,PRENOM_1522,41,164.34,56.17,7526.17,752.6170000000001,Lèger
1523,NOM_1523,PRENOM_1523,25,171.77,75.21,9177.01,917.701,Moyen
1524,NOM_1524,PRENOM_1524,32,175.69,56.76,13287.66,1328.766,Lèger
1525,NOM_1525,PRENOM_1525,25,167.3,84.07,10554.14,1055.414,Moyen
1526,NOM_1526,PRENOM_1526,26,174.06,70.86,7857.73,785.773,Moyen
1527,NOM_1527,PRENOM_1527,21,162.76,72.65,13618.53,1361.853,Moyen
1528,NOM_1528,PRENOM_1528,37,179.43,75.67,13499.76,1349.976,Moyen
1529,NOM_1529,PRENOM_1529,38,173.11,87.66,12090.41,1209.041,Moyen
1530,NOM_1530,PRENOM_1530,27,150.18,79.31,10627.66,1062.766,Moyen
1531,NOM_1531,PRENOM_1531,26,169.3,57.23,8923.84,892.384,Lèger
1532,NOM_1532,PRENOM_1532,29,198.76,86.99,8778.93,877.893,Moyen
1533,NOM_1533,PRENOM_1533,23,179.72,89.78,10747.01,1074.701,Moyen
1534,NOM_1534,PRENOM_1534,34,164.32,67.99,11943.18,1194.318,Lèger
1535,NOM_1535,PRENOM_1535,42,163.4,79.81,8654.76,865.4760000000001,Moyen
1536,NOM_1536,PRENOM_1536,40,151.0,87.24,10967.71,1096.771,Moyen
1537,NOM_1537,PRENOM_1537,38,169.26,92.42,7467.91,746.791,Lourd
1538,NOM_1538,PRENOM_1538,32,192.98,69.99,6336.41,633.6410000000001,Lèger
1539,NOM_1539,PRENOM_1539,28,163.3,56.63,6734.03,673.403,Lèger
1540,NOM_1540,PRENOM_1540,31,158.84,77.92,13860.96,1386.096,Moyen
1541,NOM_1541,PRENOM_1541,31,178.27,80.87,9134.95,913.4950000000001,Moyen
1542,NOM_1542,PRENOM_1542,32,168.84,51.45,12950.93,1295.093,Lèger
1543,NOM_1543,PRENOM_1543,39,181.92,82.68,6329.45,632.945,Moyen
1544,NOM_1544,PRENOM_1544,37,151.21,83.33,9278.88,927.8879999999999,Moyen
1545,NOM_1545,PRENOM_1545,41,174.04,82.86,13851.32,1385.132,Moyen
1546,NOM_1546,PRENOM_1546,41,191.14,77.14,9467.28,946.7280000000001,Moyen
1547,NOM_1547,PRENOM_1547,22,190.35,89.84,6719.79,671.979,Moyen
1548,NOM_1548,PRENOM_1548,23,178.46,55.13,7582.42,758.2420000000001,Lèger
1549,NOM_1549,PRENOM_1549,24,164.92,59.04,9065.83,906.5830000000001,Lèger
1550,NOM_1550,PRENOM_1550,24,163.46,62.36,12411.3,1241.13,Lèger
1551,NOM_1551,PRENOM_1551,41,173.24,56.86,11148.94,1114.894,Lèger
1552,NOM_1552,PRENOM_1552,34,191.87,84.84,10268.28,1026.8280000000002,Moyen
1553,NOM_1553,PRENOM_1553,29,191.63,86.86,12596.69,1259.669,Moyen
1554,NOM_1554,PRENOM_1554,34,174.88,84.75,7960.14,796.0140000000001,Moyen
1555,NOM_1555,PRENOM_1555,26,160.38,52.34,9840.18,984.018,Lèger
1556,NOM_1556,PRENOM_1556,30,150.68,84.7,13721.16,1372.116,Moyen
1557,NOM_1557,PRENOM_1557,37,150.49,56.67,9985.13,998.5129999999999,Lèger
1558,NOM_1558,PRENOM_1558,41,193.5,92.57,12519.92,1251.9920000000002,Lourd
1559,NOM_1559,PRENOM_1559,33,160.8,53.29,11545.11,1154.5110000000002,Lèger
1560,NOM_1560,PRENOM_1560,35,191.24,51.32,7347.26,734.7260000000001,Lèger
1561,NOM_1561,PRENOM_1561,32,154.83,55.21,6560.76,656.076,Lèger
1562,NOM_1562,PRENOM_1562,32,182.44,81.73,6929.62,692.962,Moyen
1563,NOM_1563,PRENOM_1563,24,152.38,56.46,7519.94,751.994,Lèger
1564,NOM_1564,PRENOM_1564,36,153.52,59.78,11842.47,1184.247,Lèger
1565,NOM_1565,PRENOM_1565,36,173.06,87.28,10074.16,1007.416,Moyen
1566,NOM_1566,PRENOM_1566,41,160.09,93.08,7297.17,729.7170000000001,Lourd
1567,NOM_1567,PRENOM_1567,22,192.12,58.99,12672.11,1267.2110000000002,Lèger
1568,NOM_1568,PRENOM_1568,22,184.92,79.27,8943.43,894.3430000000001,Moyen
1569,NOM_1569,PRENOM_1569,27,179.26,69.49,10589.57,1058.957,Lèger
1570,NOM_1570,PRENOM_1570,39,177.35,71.29,11541.32,1154.132,Moyen
1571,NOM_1571,PRENOM_1571,28,178.55,50.22,9904.08,990.408,Lèger
1572,NOM_1572,PRENOM_1572,35,176.17,59.37,11335.5,1133.55,Lèger
1573,NOM_1573,PRENOM_1573,33,179.09,83.53,12288.96,1228.896,Moyen
1574,NOM_1574,PRENOM_1574,42,162.34,73.21,11573.89,1157.389,Moyen
1575,NOM_1575,PRENOM_1575,40,171.22,94.28,8699.15,869.915,Lourd
1576,NOM_1576,PRENOM_1576,26,167.9,85.11,13020.06,1302.006,Moyen
1577,NOM_1577,PRENOM_1577,37,198.0,59.44,10038.56,1003.856,Lèger
1578,NOM_1578,PRENOM_1578,23,188.1,81.37,6172.88,617.288,Moyen
1579,NOM_1579,PRENOM_1579,31,187.29,73.19,13146.75,1314.6750000000002,Moyen
1580,NOM_1580,PRENOM_1580,27,164.06,90.49,12207.38,1220.738,Lourd
1581,NOM_1581,PRENOM_1581,26,180.09,78.93,12458.24,1245.824,Moyen
1582,NOM_1582,PRENOM_1582,36,199.58,80.01,8385.04,838.5040000000001,Moyen
1583,NOM_1583,PRENOM_1583,21,199.21,78.72,9894.4,989.44,Moyen
1584,NOM_1584,PRENOM_1584,29,158.39,73.65,12266.3,1226.6299999999999,Moyen
1585,NOM_1585,PRENOM_1585,30,152.53,87.63,7895.15,789.515,Moyen
1586,NOM_1586,PRENOM_1586,25,162.07,79.17,10001.35,1000.1350000000001,Moyen
1587,NOM_1587,PRENOM_1587,39,199.33,72.21,9703.8,970.38,Moyen
1588,NOM_1588,PRENOM_1588,25,179.84,90.44,9723.54,972.3540000000002,Lourd
1589,NOM_1589,PRENOM_1589,42,171.99,64.79,6291.27,629.1270000000001,Lèger
1590,NOM_1590,PRENOM_1590,34,199.16,52.01,10027.23,1002.723,Lèger
1591,NOM_1591,PRENOM_1591,37,171.24,66.9,11834.87,1183.487,Lèger
1592,NOM_1592,PRENOM_1592,42,158.49,72.08,13547.44,1354.7440000000001,Moyen
1593,NOM_1593,PRENOM_1593,37,179.4,93.0,10277.93,1027.7930000000001,Lourd
1594,NOM_1594,PRENOM_1594,31,191.45,54.89,10187.44,1018.7440000000001,Lèger
1595,NOM_1595,PRENOM_1595,30,170.28,60.15,11826.84,1182.684,Lèger
1596,NOM_1596,PRENOM_1596,21,156.36,57.17,8120.19,812.019,Lèger
1597,NOM_1597,PRENOM_1597,28,194.33,90.24,8540.84,854.0840000000001,Lourd
1598,NOM_1598,PRENOM_1598,28,178.9,86.49,11361.81,1136.181,Moyen
1599,NOM_1599,PRENOM_1599,32,162.66,66.59,12419.92,1241.9920000000002,Lèger
1600,NOM_1600,PRENOM_1600,27,171.01,63.7,13628.5,1362.8500000000001,Lèger
1601,NOM_1601,PRENOM_1601,28,171.2,62.64,8367.15,836.715,Lèger
1602,NOM_1602,PRENOM_1602,32,168.21,88.7,13345.94,1334.594,Moyen
1603,NOM_1603,PRENOM_1603,28,156.31,73.45,8749.71,874.971,Moyen
1604,NOM_1604,PRENOM_1604,28,170.92,57.47,9852.49,985.249,Lèger
1605,NOM_1605,PRENOM_1605,28,194.61,61.72,6591.76,659.176,Lèger
1606,NOM_1606,PRENOM_1606,32,199.84,61.02,8304.0,830.4000000000001,Lèger
1607,NOM_1607,PRENOM_1607,21,188.34,93.89,8729.97,872.997,Lourd
1608,NOM_1608,PRENOM_1608,23,160.68,53.01,11270.74,1127.074,Lèger
1609,NOM_1609,PRENOM_1609,32,180.39,80.29,8829.88,882.9879999999999,Moyen
1610,NOM_1610,PRENOM_1610,38,182.94,74.65,9331.36,933.1360000000001,Moyen
1611,NOM_1611,PRENOM_1611,30,176.87,76.61,12860.62,1286.0620000000001,Moyen
1612,NOM_1612,PRENOM_1612,22,190.63,65.75,8917.81,891.781,Lèger
1613,NOM_1613,PRENOM_1613,25,154.81,71.45,9284.06,928.406,Moyen
1614,NOM_1614,PRENOM_1614,26,172.25,90.42,8889.74,888.974,Lourd
1615,NOM_1615,PRENOM_1615,23,189.58,93.22,13387.8,1338.78,Lourd
1616,NOM_1616,PRENOM_1616,33,158.72,53.55,6967.86,696.7860000000001,Lèger
1617,NOM_1617,PRENOM_1617,41,166.69,50.35,11868.5,1186.8500000000001,Lèger
1618,NOM_1618,PRENOM_1618,31,197.87,69.33,13066.23,1306.623,Lèger
1619,NOM_1619,PRENOM_1619,32,178.22,87.77,11007.8,1100.78,Moyen
1620,NOM_1620,PRENOM_1620,28,186.42,88.69,7198.66,719.866,Moyen
1621,NOM_1621,PRENOM_1621,25,198.28,58.35,11964.51,1196.451,Lèger
1622,NOM_1622,PRENOM_1622,39,157.97,87.18,13382.37,1338.237,Moyen
1623,NOM_1623,PRENOM_1623,25,162.86,55.69,7176.69,717.669,Lèger
1624,NOM_1624,PRENOM_1624,27,160.27,71.96,11284.03,1128.403,Moyen
1625,NOM_1625,PRENOM_1625,27,151.45,89.44,12995.44,1299.544,Moyen
1626,NOM_1626,PRENOM_1626,23,176.8,71.52,10226.56,1022.656,Moyen
1627,NOM_1627,PRENOM_1627,25,181.44,57.2,13752.24,1375.2240000000002,Lèger
1628,NOM_1628,PRENOM_1628,41,160.56,66.82,8991.32,899.1320000000001,Lèger
1629,NOM_1629,PRENOM_1629,36,161.98,83.23,8648.15,864.815,Moyen
1630,NOM_1630,PRENOM_1630,28,161.55,86.94,10940.22,1094.022,Moyen
1631,NOM_1631,PRENOM_1631,40,175.11,51.92,12365.17,1236.517,Lèger
1632,NOM_1632,PRENOM_1632,31,163.69,90.38,10089.85,1008.9850000000001,Lourd
1633,NOM_1633,PRENOM_1633,35,195.85,70.11,11701.31,1170.131,Moyen
1634,NOM_1634,PRENOM_1634,40,174.79,80.41,13017.28,1301.728,Moyen
1635,NOM_1635,PRENOM_1635,27,155.48,55.66,7945.48,794.548,Lèger
1636,NOM_1636,PRENOM_1636,25,165.29,65.26,12834.75,1283.4750000000001,Lèger
1637,NOM_1637,PRENOM_1637,24,198.08,76.47,10117.98,1011.798,Moyen
1638,NOM_1638,PRENOM_1638,21,171.05,65.8,12954.61,1295.4610000000002,Lèger
1639,NOM_1639,PRENOM_1639,29,163.58,52.86,10545.13,1054.513,Lèger
1640,NOM_1640,PRENOM_1640,26,188.4,91.42,13006.17,1300.6170000000002,Lourd
1641,NOM_1641,PRENOM_1641,28,166.67,58.87,12664.96,1266.496,Lèger
1642,NOM_1642,PRENOM_1642,41,165.92,51.98,8450.7,845.0700000000002,Lèger
1643,NOM_1643,PRENOM_1643,41,176.98,62.7,13436.76,1343.6760000000002,Lèger
1644,NOM_1644,PRENOM_1644,23,192.97,87.0,12801.05,1280.105,Moyen
1645,NOM_1645,PRENOM_1645,33,157.37,51.04,13217.31,1321.731,Lèger
1646,NOM_1646,PRENOM_1646,40,160.55,60.16,12612.88,1261.288,Lèger
1647,NOM_1647,PRENOM_1647,33,171.87,75.46,9369.76,936.9760000000001,Moyen
1648,NOM_1648,PRENOM_1648,26,156.91,85.54,10450.79,1045.0790000000002,Moyen
1649,NOM_1649,PRENOM_1649,38,157.38,73.5,11001.76,1100.1760000000002,Moyen
1650,NOM_1650,PRENOM_1650,23,176.2,93.77,8432.39,843.239,Lourd
1651,NOM_1651,PRENOM_1651,34,190.43,76.57,11013.35,1101.335,Moyen
1652,NOM_1652,PRENOM_1652,37,156.53,70.43,7497.54,749.754,Moyen
1653,NOM_1653,PRENOM_1653,27,167.41,81.36,8449.79,844.9790000000002,Moyen
1654,NOM_1654,PRENOM_1654,25,157.98,53.84,11066.94,1106.6940000000002,Lèger
1655,NOM_1655,PRENOM_1655,22,178.17,72.05,7626.47,762.647,Moyen
1656,NOM_1656,PRENOM_1656,31,172.4,59.62,9736.49,973.649,Lèger
1657,NOM_1657,PRENOM_1657,41,150.56,71.82,11193.4,1119.34,Moyen
1658,NOM_1658,PRENOM_1658,38,162.17,54.46,11768.81,1176.881,Lèger
1659,NOM_1659,PRENOM_1659,30,175.03,90.07,10489.68,1048.968,Lourd
1660,NOM_1660,PRENOM_1660,30,180.54,73.02,8975.12,897.5120000000002,Moyen
1661,NOM_1661,PRENOM_1661,39,189.48,88.61,7915.62,791.562,Moyen
1662,NOM_1662,PRENOM_1662,24,198.95,84.93,7743.83,774.383,Moyen
1663,NOM_1663,PRENOM_1663,31,157.43,84.77,8040.7,804.07,Moyen
1664,NOM_1664,PRENOM_1664,22,194.63,85.77,6988.95,698.895,Moyen
1665,NOM_1665,PRENOM_1665,38,191.03,83.45,11463.8,1146.3799999999999,Moyen
1666,NOM_1666,PRENOM_1666,29,156.69,92.48,7650.41,765.041,Lourd
1667,NOM_1667,PRENOM_1667,25,174.82,83.54,6418.09,641.8090000000001,Moyen
1668,NOM_1668,PRENOM_1668,29,193.62,50.05,9294.5,929.45,Lèger
1669,NOM_1669,PRENOM_1669,29,191.22,59.87,6538.49,653.849,Lèger
1670,NOM_1670,PRENOM_1670,36,180.54,70.65,10950.77,1095.077,Moyen
1671,NOM_1671,PRENOM_1671,42,182.71,66.43,12507.59,1250.759,Lèger
1672,NOM_1672,PRENOM_1672,28,189.86,58.83,11078.76,1107.876,Lèger
1673,NOM_1673,PRENOM_1673,37,198.9,52.71,8137.26,813.7260000000001,Lèger
1674,NOM_1674,PRENOM_1674,33,195.12,90.8,7637.81,763.7810000000001,Lourd
1675,NOM_1675,PRENOM_1675,38,167.36,59.43,8489.61,848.9610000000001,Lèger
1676,NOM_1676,PRENOM_1676,32,165.86,54.11,11137.41,1113.741,Lèger
1677,NOM_1677,PRENOM_1677,26,165.23,63.65,10418.49,1041.849,Lèger
1678,NOM_1678,PRENOM_1678,35,192.23,82.68,13999.97,1399.997,Moyen
1679,NOM_1679,PRENOM_1679,25,195.96,71.01,9825.74,982.5740000000001,Moyen
1680,NOM_1680,PRENOM_1680,25,166.8,74.45,8040.03,804.003,Moyen
1681,NOM_1681,PRENOM_1681,26,175.3,88.97,12427.32,1242.732,Moyen
1682,NOM_1682,PRENOM_1682,27,164.26,69.49,11543.23,1154.323,Lèger
1683,NOM_1683,PRENOM_1683,26,168.15,58.37,13031.13,1303.113,Lèger
1684,NOM_1684,PRENOM_1684,41,164.01,94.04,6346.73,634.673,Lourd
1685,NOM_1685,PRENOM_1685,41,169.84,70.85,10002.03,1000.2030000000001,Moyen
1686,NOM_1686,PRENOM_1686,32,183.42,74.84,7339.09,733.9090000000001,Moyen
1687,NOM_1687,PRENOM_1687,37,160.01,91.88,7056.23,705.623,Lourd
1688,NOM_1688,PRENOM_1688,35,171.34,89.36,12686.13,1268.613,Moyen
1689,NOM_1689,PRENOM_1689,35,192.75,84.55,7195.91,719.591,Moyen
1690,NOM_1690,PRENOM_1690,23,159.88,70.54,9868.24,986.8240000000001,Moyen
1691,NOM_1691,PRENOM_1691,34,184.03,54.76,12987.16,1298.7160000000001,Lèger
1692,NOM_1692,PRENOM_1692,35,160.84,54.44,11344.78,1134.478,Lèger
1693,NOM_1693,PRENOM_1693,21,166.47,80.79,8702.91,870.291,Moyen
1694,NOM_1694,PRENOM_1694,36,188.07,74.01,13029.94,1302.9940000000001,Moyen
1695,NOM_1695,PRENOM_1695,36,180.69,66.94,8969.08,896.908,Lèger
1696,NOM_1696,PRENOM_1696,30,161.75,51.08,8343.03,834.3030000000001,Lèger
1697,NOM_1697,PRENOM_1697,42,164.59,86.05,11898.82,1189.882,Moyen
1698,NOM_1698,PRENOM_1698,25,194.93,71.63,12831.93,1283.1930000000002,Moyen
1699,NOM_1699,PRENOM_1699,35,156.86,79.58,8172.54,817.254,Moyen
1700,NOM_1700,PRENOM_1700,27,183.25,79.56,7458.12,745.812,Moyen
1701,NOM_1701,PRENOM_1701,34,181.0,72.92,7269.66,726.966,Moyen
1702,NOM_1702,PRENOM_1702,24,179.49,84.33,7657.21,765.721,Moyen
1703,NOM_1703,PRENOM_1703,29,188.83,69.22,8142.61,814.261,Lèger
1704,NOM_1704,PRENOM_1704,36,152.5,80.09,11620.17,1162.017,Moyen
1705,NOM_1705,PRENOM_1705,39,199.07,63.92,13887.67,1388.767,Lèger
1706,NOM_1706,PRENOM_1706,27,172.18,66.11,13144.21,1314.421,Lèger
1707,NOM_1707,PRENOM_1707,31,158.59,84.26,12450.58,1245.058,Moyen
1708,NOM_1708,PRENOM_1708,30,152.13,70.62,13486.36,1348.6360000000002,Moyen
1709,NOM_1709,PRENOM_1709,35,175.81,90.62,6504.38,650.4380000000001,Lourd
1710,NOM_1710,PRENOM_1710,33,193.51,76.73,10954.84,1095.4840000000002,Moyen
1711,NOM_1711,PRENOM_1711,34,194.36,76.25,11852.15,1185.215,Moyen
1712,NOM_1712,PRENOM_1712,42,191.01,82.24,8448.8,844.88,Moyen
